Account,Delivery Location,Shop Location,Order Category,Item Ordered,Shop Name,Unit Price,Quantity,Distance (km),Sub Total,Delivery Fee,Service Fee,Total,Payment Method,Rating,Order Received,Preparing Order,Rider Accepted,Order Ready,Rider At Vendor,Rider Picked Up,Expected Delivery Time,Order Arrived,Order Delivered,time_sequence_valid,prep_time_min,delivery_time_min,delay_min,order_hour,order_dayofweek,order_month,order_year,revenue
AB089,Anthony,Yaba,Food,Jollof rice & chicken,Naija Kitchen,6000,1,9.0,6000,850,358,7208,Bank Transfer,4.0,2023-03-11 22:24:00,2023-03-11 22:29:00,2023-03-11 22:33:00,2023-03-11 22:38:00,2023-03-11 22:39:00,2023-03-11 22:40:00,2023-03-11 23:22:00,2023-03-11 23:23:00,2023-03-11 23:22:00,False,9.0,58.0,0.0,22,Saturday,2023-03,2023,6000
AB089,Ojota,Yaba,Drinks & Beverages,Fruit smoothie,Zesty Drinks,5000,1,2.4,5000,520,113,5633,Bank Transfer,4.0,2023-03-12 00:05:00,2023-03-12 00:09:00,2023-03-12 00:12:00,2023-03-12 00:19:00,2023-03-12 00:22:00,2023-03-12 00:27:00,2023-03-12 00:41:00,2023-03-12 00:44:00,2023-03-12 00:41:00,False,10.0,36.0,0.0,0,Sunday,2023-03,2023,5000
AB089,Oshodi,Maryland,Drinks & Beverages,Yoghurt drink,Smoothie Express,4500,1,12.7,4500,1035,327,5862,Bank Transfer,4.0,2023-03-12 06:06:00,2023-03-12 06:12:00,2023-03-12 06:15:00,2023-03-12 06:20:00,2023-03-12 06:26:00,2023-03-12 06:28:00,2023-03-12 07:21:00,2023-03-12 07:28:00,2023-03-12 07:21:00,False,8.0,75.0,0.0,6,Sunday,2023-03,2023,4500
AB089,Anthony,Ojota,Pastries,Chocolate croissant,Golden Crust,5000,1,4.3,5000,615,129,5744,Bank Transfer,4.0,2023-03-13 00:15:00,2023-03-13 00:22:00,2023-03-13 00:28:00,2023-03-13 00:38:00,2023-03-13 00:42:00,2023-03-13 00:43:00,2023-03-13 01:03:00,2023-03-13 01:04:00,2023-03-13 01:03:00,False,16.0,48.0,0.0,0,Monday,2023-03,2023,5000
AB089,Ogba,Maryland,Pastries,Meat pie,Golden Crust,1500,1,14.3,1500,1115,237,2852,Bank Transfer,4.0,2023-03-13 18:38:00,2023-03-13 18:45:00,2023-03-13 18:50:00,2023-03-13 18:58:00,2023-03-13 19:01:00,2023-03-13 19:05:00,2023-03-13 19:59:00,2023-03-13 19:59:00,2023-03-13 19:59:00,True,13.0,81.0,0.0,18,Monday,2023-03,2023,1500
AB089,Mushin,Ogba,Pastries,Doughnut pack,Golden Crust,20000,1,3.5,20000,575,404,20979,Bank Transfer,4.0,2023-03-15 00:01:00,2023-03-15 00:07:00,2023-03-15 00:15:00,2023-03-15 00:25:00,2023-03-15 00:28:00,2023-03-15 00:31:00,2023-03-15 00:49:00,2023-03-15 01:04:00,2023-03-15 00:49:00,False,18.0,48.0,0.0,0,Wednesday,2023-03,2023,20000
AB089,Adeniran Ogunsanya,Ojota,Food,Efo riro & pounded yam,Mama Cass Kitchen,10500,2,8.6,21000,830,753,22583,Bank Transfer,4.0,2023-03-17 06:59:00,2023-03-17 07:05:00,2023-03-17 07:07:00,2023-03-17 07:09:00,2023-03-17 07:10:00,2023-03-17 07:15:00,2023-03-17 07:48:00,2023-03-17 07:48:00,2023-03-17 07:48:00,True,4.0,49.0,0.0,6,Friday,2023-03,2023,21000
AB098,Maryland,Yaba,Pastries,Sausage roll,Oven Fresh,1000,2,11.6,2000,980,331,3311,Bank Transfer,4.0,2023-03-20 05:48:00,2023-03-20 05:55:00,2023-03-20 06:00:00,2023-03-20 06:10:00,2023-03-20 06:12:00,2023-03-20 06:15:00,2023-03-20 07:06:00,2023-03-20 07:06:00,2023-03-20 07:06:00,True,15.0,78.0,0.0,5,Monday,2023-03,2023,2000
AB098,Surulere,Ogba,Drinks & Beverages,Bottled juice,Fresh Sips,2000,2,4.6,4000,629,300,4929,Bank Transfer,4.0,2023-03-21 02:03:00,2023-03-21 02:04:00,2023-03-21 02:10:00,2023-03-21 02:13:00,2023-03-21 02:18:00,2023-03-21 02:19:00,2023-03-21 02:37:00,2023-03-21 02:38:00,2023-03-21 02:37:00,False,9.0,34.0,0.0,2,Tuesday,2023-03,2023,4000
AB098,Surulere,Surulere,Pastries,Meat pie,Oven Fresh,1500,2,5.2,3000,660,307,3967,Bank Transfer,4.0,2023-03-21 04:24:00,2023-03-21 04:29:00,2023-03-21 04:31:00,2023-03-21 04:37:00,2023-03-21 04:42:00,2023-03-21 04:44:00,2023-03-21 05:01:00,2023-03-21 05:01:00,2023-03-21 05:01:00,True,8.0,37.0,0.0,4,Tuesday,2023-03,2023,3000
AB098,Ogba,Ojota,Drinks & Beverages,Yoghurt drink,Smoothie Express,4500,2,2.9,9000,545,304,9849,Bank Transfer,4.0,2023-03-22 13:07:00,2023-03-22 13:14:00,2023-03-22 13:17:00,2023-03-22 13:19:00,2023-03-22 13:23:00,2023-03-22 13:26:00,2023-03-22 13:42:00,2023-03-22 13:37:00,2023-03-22 13:42:00,True,5.0,35.0,0.0,13,Wednesday,2023-03,2023,9000
AB098,Maryland,Adeniran Ogunsanya,Pastries,Sausage roll,Oven Fresh,1000,2,13.2,2000,1060,101,3161,Bank Transfer,4.0,2023-03-24 21:20:00,2023-03-24 21:22:00,2023-03-24 21:23:00,2023-03-24 21:25:00,2023-03-24 21:26:00,2023-03-24 21:31:00,2023-03-24 22:22:00,2023-03-24 22:26:00,2023-03-24 22:22:00,False,3.0,62.0,0.0,21,Friday,2023-03,2023,2000
AB098,Oshodi,Ogba,Pastries,Sausage roll,Golden Crust,1000,2,2.3,2000,514,216,2730,Bank Transfer,4.0,2023-03-28 23:15:00,2023-03-28 23:20:00,2023-03-28 23:23:00,2023-03-28 23:29:00,2023-03-28 23:30:00,2023-03-28 23:34:00,2023-03-28 23:42:00,2023-03-28 23:42:00,2023-03-28 23:42:00,True,9.0,27.0,0.0,23,Tuesday,2023-03,2023,2000
AB108,Mushin,Maryland,Food,Efo riro & pounded yam,Tasty Bites,10500,2,7.3,21000,765,302,22067,Bank Transfer,4.0,2023-03-30 05:17:00,2023-03-30 05:21:00,2023-03-30 05:24:00,2023-03-30 05:28:00,2023-03-30 05:33:00,2023-03-30 05:38:00,2023-03-30 06:06:00,2023-03-30 06:13:00,2023-03-30 06:06:00,False,7.0,49.0,0.0,5,Thursday,2023-03,2023,21000
AB108,Surulere,Ojota,Pastries,Sausage roll,BakeHouse,1000,2,8.3,2000,815,419,3234,Bank Transfer,4.0,2023-03-31 15:39:00,2023-03-31 15:41:00,2023-03-31 15:42:00,2023-03-31 15:51:00,2023-03-31 15:57:00,2023-03-31 15:59:00,2023-03-31 16:34:00,2023-03-31 16:34:00,2023-03-31 16:34:00,True,10.0,55.0,0.0,15,Friday,2023-03,2023,2000
AB108,Adeniran Ogunsanya,Ogba,Pastries,Doughnut pack,Sunrise Bakery,20000,2,13.1,40000,1055,416,41471,Bank Transfer,4.0,2023-04-01 15:26:00,2023-04-01 15:31:00,2023-04-01 15:38:00,2023-04-01 15:41:00,2023-04-01 15:42:00,2023-04-01 15:45:00,2023-04-01 16:43:00,2023-04-01 16:47:00,2023-04-01 16:43:00,False,10.0,77.0,0.0,15,Saturday,2023-04,2023,40000
AB108,Oshodi,Ikeja,Pastries,Sausage roll,BakeHouse,1000,2,9.6,2000,880,374,3254,Bank Transfer,4.0,2023-04-01 18:47:00,2023-04-01 18:50:00,2023-04-01 18:55:00,2023-04-01 19:00:00,2023-04-01 19:05:00,2023-04-01 19:09:00,2023-04-01 19:45:00,2023-04-01 19:47:00,2023-04-01 19:45:00,False,10.0,58.0,0.0,18,Saturday,2023-04,2023,2000
AB108,Surulere,Maryland,Drinks & Beverages,Yoghurt drink,Yoghurt Hub,4500,2,3.7,9000,585,368,9953,Bank Transfer,4.0,2023-04-02 06:06:00,2023-04-02 06:08:00,2023-04-02 06:15:00,2023-04-02 06:25:00,2023-04-02 06:29:00,2023-04-02 06:32:00,2023-04-02 06:50:00,2023-04-02 06:57:00,2023-04-02 06:50:00,False,17.0,44.0,0.0,6,Sunday,2023-04,2023,9000
AB108,Surulere,Mushin,Pastries,Chocolate croissant,Oven Fresh,5000,1,15.3,5000,1165,364,6529,Bank Transfer,4.0,2023-04-03 17:27:00,2023-04-03 17:29:00,2023-04-03 17:36:00,2023-04-03 17:40:00,2023-04-03 17:45:00,2023-04-03 17:46:00,2023-04-03 18:50:00,2023-04-03 18:42:00,2023-04-03 18:50:00,True,11.0,83.0,0.0,17,Monday,2023-04,2023,5000
AB118,Yaba,Yaba,Drinks & Beverages,Zobo drink,Fresh Sips,4500,1,2.5,4500,525,356,5381,Bank Transfer,4.0,2023-04-03 22:41:00,2023-04-03 22:42:00,2023-04-03 22:49:00,2023-04-03 22:56:00,2023-04-03 22:59:00,2023-04-03 23:00:00,2023-04-03 23:09:00,2023-04-03 23:09:00,2023-04-03 23:09:00,True,14.0,28.0,0.0,22,Monday,2023-04,2023,4500
AB118,Yaba,Maryland,Drinks & Beverages,Yoghurt drink,Zesty Drinks,4500,1,4.9,4500,645,156,5301,Bank Transfer,4.0,2023-04-05 01:44:00,2023-04-05 01:46:00,2023-04-05 01:53:00,2023-04-05 01:56:00,2023-04-05 02:00:00,2023-04-05 02:05:00,2023-04-05 02:29:00,2023-04-05 02:36:00,2023-04-05 02:29:00,False,10.0,45.0,0.0,1,Wednesday,2023-04,2023,4500
AB118,Maryland,Mushin,Pastries,Chocolate croissant,BakeHouse,5000,1,8.0,5000,800,267,6067,Bank Transfer,4.0,2023-04-05 07:05:00,2023-04-05 07:10:00,2023-04-05 07:15:00,2023-04-05 07:17:00,2023-04-05 07:21:00,2023-04-05 07:22:00,2023-04-05 07:54:00,2023-04-05 07:57:00,2023-04-05 07:54:00,False,7.0,49.0,0.0,7,Wednesday,2023-04,2023,5000
AB118,Anthony,Anthony,Pastries,Sausage roll,Golden Crust,1000,1,1.8,1000,490,311,1801,Bank Transfer,4.0,2023-04-05 20:31:00,2023-04-05 20:37:00,2023-04-05 20:43:00,2023-04-05 20:47:00,2023-04-05 20:50:00,2023-04-05 20:54:00,2023-04-05 20:59:00,2023-04-05 21:00:00,2023-04-05 20:59:00,False,10.0,28.0,0.0,20,Wednesday,2023-04,2023,1000
AB118,Ogba,Anthony,Drinks & Beverages,Fruit smoothie,Yoghurt Hub,5000,1,8.9,5000,845,362,6207,Bank Transfer,4.0,2023-04-07 16:57:00,2023-04-07 17:00:00,2023-04-07 17:01:00,2023-04-07 17:09:00,2023-04-07 17:13:00,2023-04-07 17:18:00,2023-04-07 17:53:00,2023-04-07 19:14:00,2023-04-07 17:53:00,False,9.0,56.0,0.0,16,Friday,2023-04,2023,5000
AB118,Mushin,Adeniran Ogunsanya,Drinks & Beverages,Zobo drink,Zesty Drinks,4500,1,2.6,4500,530,106,5136,Bank Transfer,4.0,2023-04-12 03:36:00,2023-04-12 03:37:00,2023-04-12 03:39:00,2023-04-12 03:42:00,2023-04-12 03:47:00,2023-04-12 03:52:00,2023-04-12 03:59:00,2023-04-12 04:08:00,2023-04-12 04:11:00,True,5.0,35.0,12.0,3,Wednesday,2023-04,2023,4500
AB118,Anthony,Mushin,Drinks & Beverages,Bottled juice,Yoghurt Hub,2000,1,2.9,2000,545,367,2912,Bank Transfer,4.0,2023-04-14 05:35:00,2023-04-14 05:39:00,2023-04-14 05:43:00,2023-04-14 05:50:00,2023-04-14 05:56:00,2023-04-14 06:01:00,2023-04-14 06:17:00,2023-04-14 06:20:00,2023-04-14 06:24:00,True,11.0,49.0,7.0,5,Friday,2023-04,2023,2000
AB118,Adeniran Ogunsanya,Ikeja,Food,Efo riro & pounded yam,Lekki Eats,10500,1,10.7,10500,935,250,11685,Bank Transfer,4.0,2023-04-16 21:37:00,2023-04-16 21:40:00,2023-04-16 21:45:00,2023-04-16 21:52:00,2023-04-16 21:55:00,2023-04-16 21:58:00,2023-04-16 22:38:00,2023-04-16 22:32:00,2023-04-16 22:33:00,True,12.0,56.0,-5.0,21,Sunday,2023-04,2023,10500
AB118,Oshodi,Mushin,Food,Fried rice & beef,Tasty Bites,5000,1,7.0,5000,750,654,6404,Bank Transfer,4.0,2023-04-16 23:53:00,2023-04-16 23:55:00,2023-04-16 23:57:00,2023-04-16 23:59:00,2023-04-17 00:02:00,2023-04-17 00:05:00,2023-04-17 00:34:00,2023-04-17 00:47:00,2023-04-17 00:53:00,True,4.0,60.0,19.0,23,Sunday,2023-04,2023,5000
AB118,Ikeja,Surulere,Drinks & Beverages,Zobo drink,Cool Blends,4500,1,7.7,4500,785,365,5650,Bank Transfer,4.0,2023-04-18 05:09:00,2023-04-18 05:15:00,2023-04-18 05:22:00,2023-04-18 05:29:00,2023-04-18 05:33:00,2023-04-18 05:34:00,2023-04-18 06:04:00,2023-04-18 06:48:00,2023-04-18 06:50:00,True,14.0,101.0,46.0,5,Tuesday,2023-04,2023,4500
AB134,Surulere,Mushin,Drinks & Beverages,Bottled juice,Yoghurt Hub,2000,1,7.5,2000,775,147,2922,Bank Transfer,4.0,2023-04-18 17:51:00,2023-04-18 17:52:00,2023-04-18 17:57:00,2023-04-18 18:00:00,2023-04-18 18:06:00,2023-04-18 18:10:00,2023-04-18 18:38:00,2023-04-18 18:42:00,2023-04-18 18:47:00,True,8.0,56.0,9.0,17,Tuesday,2023-04,2023,2000
AB134,Mushin,Ojota,Pastries,Meat pie,Golden Crust,1500,1,12.0,1500,1000,131,2631,Bank Transfer,4.0,2023-04-18 18:42:00,2023-04-18 18:48:00,2023-04-18 18:52:00,2023-04-18 19:02:00,2023-04-18 19:08:00,2023-04-18 19:11:00,2023-04-18 19:57:00,2023-04-18 20:09:00,2023-04-18 20:11:00,True,14.0,89.0,14.0,18,Tuesday,2023-04,2023,1500
AB134,Ogba,Ojota,Drinks & Beverages,Yoghurt drink,Fresh Sips,4500,1,15.7,4500,1185,152,5837,Bank Transfer,4.0,2023-04-19 09:42:00,2023-04-19 09:44:00,2023-04-19 09:47:00,2023-04-19 09:56:00,2023-04-19 10:00:00,2023-04-19 10:05:00,2023-04-19 11:09:00,2023-04-19 10:58:00,2023-04-19 10:59:00,True,12.0,77.0,-10.0,9,Wednesday,2023-04,2023,4500
AB134,Oshodi,Ojota,Pastries,Chocolate croissant,Sweet Bites Bakery,5000,2,8.0,10000,800,245,11045,Bank Transfer,4.0,2023-04-24 19:07:00,2023-04-24 19:12:00,2023-04-24 19:15:00,2023-04-24 19:20:00,2023-04-24 19:26:00,2023-04-24 19:28:00,2023-04-24 19:57:00,2023-04-24 20:01:00,2023-04-24 20:05:00,True,8.0,58.0,8.0,19,Monday,2023-04,2023,10000
AB134,Ojota,Oshodi,Pastries,Meat pie,Sweet Bites Bakery,1500,2,14.3,3000,1115,162,4277,Bank Transfer,4.0,2023-04-24 21:48:00,2023-04-24 21:55:00,2023-04-24 22:02:00,2023-04-24 22:12:00,2023-04-24 22:14:00,2023-04-24 22:18:00,2023-04-24 23:18:00,2023-04-24 23:13:00,2023-04-24 23:14:00,True,17.0,86.0,-4.0,21,Monday,2023-04,2023,3000
AB134,Anthony,Ikeja,Pastries,Doughnut pack,Golden Crust,20000,2,6.9,40000,745,272,41017,Bank Transfer,4.0,2023-04-25 05:22:00,2023-04-25 05:26:00,2023-04-25 05:27:00,2023-04-25 05:35:00,2023-04-25 05:37:00,2023-04-25 05:40:00,2023-04-25 06:10:00,2023-04-25 06:19:00,2023-04-25 06:21:00,True,9.0,59.0,11.0,5,Tuesday,2023-04,2023,40000
AB134,Anthony,Ojota,Drinks & Beverages,Fruit smoothie,Cool Blends,5000,2,3.9,10000,595,341,10936,Bank Transfer,4.0,2023-04-25 15:29:00,2023-04-25 15:30:00,2023-04-25 15:37:00,2023-04-25 15:45:00,2023-04-25 15:46:00,2023-04-25 15:47:00,2023-04-25 16:04:00,2023-04-25 16:03:00,2023-04-25 16:07:00,True,15.0,38.0,3.0,15,Tuesday,2023-04,2023,10000
AB134,Mushin,Anthony,Pastries,Sausage roll,Golden Crust,1000,2,2.4,2000,520,206,2726,Bank Transfer,4.0,2023-04-26 10:05:00,2023-04-26 10:06:00,2023-04-26 10:07:00,2023-04-26 10:11:00,2023-04-26 10:12:00,2023-04-26 10:15:00,2023-04-26 10:27:00,2023-04-26 10:27:00,2023-04-26 10:30:00,True,5.0,25.0,3.0,10,Wednesday,2023-04,2023,2000
AB134,Surulere,Ikeja,Food,Spaghetti stir fry & turkey,Lekki Eats,12000,2,4.7,24000,635,641,25276,Bank Transfer,4.0,2023-04-27 20:01:00,2023-04-27 20:05:00,2023-04-27 20:07:00,2023-04-27 20:17:00,2023-04-27 20:23:00,2023-04-27 20:28:00,2023-04-27 20:43:00,2023-04-27 20:35:00,2023-04-27 20:40:00,True,12.0,39.0,-3.0,20,Thursday,2023-04,2023,24000
AB134,Oshodi,Yaba,Pastries,Sausage roll,Sweet Bites Bakery,1000,2,11.5,2000,975,320,3295,Bank Transfer,4.0,2023-04-29 10:20:00,2023-04-29 10:25:00,2023-04-29 10:29:00,2023-04-29 10:38:00,2023-04-29 10:39:00,2023-04-29 10:41:00,2023-04-29 11:33:00,2023-04-29 11:42:00,2023-04-29 11:43:00,True,13.0,83.0,10.0,10,Saturday,2023-04,2023,2000
AB134,Mushin,Ojota,Pastries,Doughnut pack,Sweet Bites Bakery,20000,2,4.8,40000,640,125,40765,Bank Transfer,4.0,2023-04-29 14:48:00,2023-04-29 14:50:00,2023-04-29 14:54:00,2023-04-29 14:59:00,2023-04-29 15:00:00,2023-04-29 15:03:00,2023-04-29 15:20:00,2023-04-29 15:25:00,2023-04-29 15:26:00,True,9.0,38.0,6.0,14,Saturday,2023-04,2023,40000
AB134,Ikeja,Yaba,Food,Spaghetti stir fry & turkey,Kulture Kitchen,12000,2,7.0,24000,750,900,25650,Bank Transfer,4.0,2023-04-30 01:52:00,2023-04-30 01:56:00,2023-04-30 02:01:00,2023-04-30 02:03:00,2023-04-30 02:04:00,2023-04-30 02:06:00,2023-04-30 02:33:00,2023-04-30 02:26:00,2023-04-30 02:29:00,True,7.0,37.0,-4.0,1,Sunday,2023-04,2023,24000
AB134,Maryland,Maryland,Food,Spaghetti stir fry & turkey,Kulture Kitchen,12000,2,6.6,24000,730,241,24971,Bank Transfer,4.0,2023-04-30 18:51:00,2023-04-30 18:55:00,2023-04-30 18:56:00,2023-04-30 18:58:00,2023-04-30 19:03:00,2023-04-30 19:05:00,2023-04-30 19:30:00,2023-04-30 19:34:00,2023-04-30 19:38:00,True,3.0,47.0,8.0,18,Sunday,2023-04,2023,24000
AB134,Ogba,Ogba,Drinks & Beverages,Yoghurt drink,Smoothie Express,4500,2,5.8,9000,690,272,9962,Bank Transfer,4.0,2023-05-01 04:58:00,2023-05-01 05:04:00,2023-05-01 05:08:00,2023-05-01 05:18:00,2023-05-01 05:22:00,2023-05-01 05:23:00,2023-05-01 05:45:00,2023-05-01 05:45:00,2023-05-01 05:48:00,True,14.0,50.0,3.0,4,Monday,2023-05,2023,9000
AB134,Anthony,Ojota,Food,Jollof rice & chicken,Mama Cass Kitchen,6000,2,4.3,12000,615,276,12891,Bank Transfer,4.0,2023-05-01 22:22:00,2023-05-01 22:28:00,2023-05-01 22:36:00,2023-05-01 22:38:00,2023-05-01 22:40:00,2023-05-01 22:44:00,2023-05-01 23:01:00,2023-05-01 23:02:00,2023-05-01 23:06:00,True,10.0,44.0,5.0,22,Monday,2023-05,2023,12000
AB134,Maryland,Yaba,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,2,7.0,24000,750,801,25551,Bank Transfer,4.0,2023-05-02 01:12:00,2023-05-02 01:17:00,2023-05-02 01:20:00,2023-05-02 01:27:00,2023-05-02 01:31:00,2023-05-02 01:34:00,2023-05-02 02:05:00,2023-05-02 02:11:00,2023-05-02 02:13:00,True,10.0,61.0,8.0,1,Tuesday,2023-05,2023,24000
AB134,Mushin,Ogba,Food,Jollof rice & chicken,Lekki Eats,6000,2,4.8,12000,640,671,13311,Bank Transfer,4.0,2023-05-02 03:35:00,2023-05-02 03:42:00,2023-05-02 03:46:00,2023-05-02 03:54:00,2023-05-02 03:59:00,2023-05-02 04:04:00,2023-05-02 04:21:00,2023-05-02 04:17:00,2023-05-02 04:20:00,True,12.0,45.0,-1.0,3,Tuesday,2023-05,2023,12000
AB134,Ikeja,Maryland,Drinks & Beverages,Yoghurt drink,Cool Blends,4500,1,5.8,4500,690,67,5257,Bank Transfer,4.0,2023-05-02 17:13:00,2023-05-02 17:19:00,2023-05-02 17:26:00,2023-05-02 17:28:00,2023-05-02 17:33:00,2023-05-02 17:36:00,2023-05-02 17:59:00,2023-05-02 18:03:00,2023-05-02 18:07:00,True,9.0,54.0,8.0,17,Tuesday,2023-05,2023,4500
AB134,Surulere,Ikeja,Food,Fried rice & beef,Kulture Kitchen,5000,1,6.4,5000,720,338,6058,Bank Transfer,4.0,2023-05-02 23:45:00,2023-05-02 23:50:00,2023-05-02 23:57:00,2023-05-03 00:00:00,2023-05-03 00:04:00,2023-05-03 00:06:00,2023-05-03 00:29:00,2023-05-03 00:22:00,2023-05-03 00:28:00,True,10.0,43.0,-1.0,23,Tuesday,2023-05,2023,5000
AB134,Yaba,Mushin,Drinks & Beverages,Fruit smoothie,Yoghurt Hub,5000,1,6.5,5000,725,120,5845,Bank Transfer,4.0,2023-05-03 15:52:00,2023-05-03 15:58:00,2023-05-03 16:01:00,2023-05-03 16:11:00,2023-05-03 16:13:00,2023-05-03 16:17:00,2023-05-03 16:41:00,2023-05-03 16:46:00,2023-05-03 16:49:00,True,13.0,57.0,8.0,15,Wednesday,2023-05,2023,5000
AB134,Mushin,Oshodi,Food,Jollof rice & chicken,Tasty Bites,6000,1,10.3,6000,915,811,7726,Bank Transfer,4.0,2023-05-03 23:41:00,2023-05-03 23:45:00,2023-05-03 23:49:00,2023-05-03 23:59:00,2023-05-04 00:01:00,2023-05-04 00:06:00,2023-05-04 00:48:00,2023-05-04 01:00:00,2023-05-04 01:03:00,True,14.0,82.0,15.0,23,Wednesday,2023-05,2023,6000
AB134,Yaba,Yaba,Food,Spaghetti stir fry & turkey,Kulture Kitchen,12000,1,3.5,12000,575,814,13389,Bank Transfer,4.0,2023-05-07 02:38:00,2023-05-07 02:39:00,2023-05-07 02:43:00,2023-05-07 02:52:00,2023-05-07 02:57:00,2023-05-07 03:01:00,2023-05-07 03:13:00,2023-05-07 03:12:00,2023-05-07 03:16:00,True,13.0,38.0,3.0,2,Sunday,2023-05,2023,12000
AB134,Ojota,Oshodi,Drinks & Beverages,Zobo drink,Yoghurt Hub,4500,1,14.7,4500,1135,309,5944,Bank Transfer,4.0,2023-05-07 02:58:00,2023-05-07 03:02:00,2023-05-07 03:03:00,2023-05-07 03:08:00,2023-05-07 03:14:00,2023-05-07 03:15:00,2023-05-07 04:19:00,2023-05-07 04:20:00,2023-05-07 04:24:00,True,6.0,86.0,5.0,2,Sunday,2023-05,2023,4500
AB134,Mushin,Ojota,Food,Fried rice & beef,Naija Kitchen,5000,1,2.4,5000,520,600,6120,Bank Transfer,4.0,2023-05-07 03:32:00,2023-05-07 03:39:00,2023-05-07 03:40:00,2023-05-07 03:42:00,2023-05-07 03:48:00,2023-05-07 03:53:00,2023-05-07 04:01:00,2023-05-07 04:09:00,2023-05-07 04:15:00,True,3.0,43.0,14.0,3,Sunday,2023-05,2023,5000
AB167,Mushin,Maryland,Pastries,Chocolate croissant,Sunrise Bakery,5000,1,8.5,5000,825,316,6141,Bank Transfer,4.0,2023-05-09 04:29:00,2023-05-09 04:30:00,2023-05-09 04:34:00,2023-05-09 04:39:00,2023-05-09 04:40:00,2023-05-09 04:44:00,2023-05-09 05:19:00,2023-05-09 05:22:00,2023-05-09 05:28:00,True,9.0,59.0,9.0,4,Tuesday,2023-05,2023,5000
AB167,Adeniran Ogunsanya,Surulere,Drinks & Beverages,Yoghurt drink,Zesty Drinks,4500,1,3.6,4500,580,244,5324,Bank Transfer,4.0,2023-05-10 00:13:00,2023-05-10 00:17:00,2023-05-10 00:23:00,2023-05-10 00:28:00,2023-05-10 00:32:00,2023-05-10 00:33:00,2023-05-10 00:53:00,2023-05-10 00:52:00,2023-05-10 00:58:00,True,11.0,45.0,5.0,0,Wednesday,2023-05,2023,4500
AB167,Ikeja,Ogba,Pastries,Doughnut pack,BakeHouse,20000,1,15.7,20000,1185,200,21385,Bank Transfer,4.0,2023-05-11 15:21:00,2023-05-11 15:26:00,2023-05-11 15:28:00,2023-05-11 15:36:00,2023-05-11 15:42:00,2023-05-11 15:43:00,2023-05-11 16:43:00,2023-05-11 16:33:00,2023-05-11 16:38:00,True,10.0,77.0,-5.0,15,Thursday,2023-05,2023,20000
AB167,Ojota,Maryland,Food,Fried rice & beef,Naija Kitchen,5000,2,6.2,10000,710,860,11570,Bank Transfer,4.0,2023-05-12 03:39:00,2023-05-12 03:45:00,2023-05-12 03:48:00,2023-05-12 03:55:00,2023-05-12 03:57:00,2023-05-12 03:58:00,2023-05-12 04:22:00,2023-05-12 04:22:00,2023-05-12 04:28:00,True,10.0,49.0,6.0,3,Friday,2023-05,2023,10000
AB167,Yaba,Yaba,Pastries,Doughnut pack,Golden Crust,20000,3,7.1,60000,755,155,60910,Bank Transfer,4.0,2023-05-12 08:09:00,2023-05-12 08:13:00,2023-05-12 08:18:00,2023-05-12 08:26:00,2023-05-12 08:28:00,2023-05-12 08:33:00,2023-05-12 08:59:00,2023-05-12 09:03:00,2023-05-12 09:04:00,True,13.0,55.0,5.0,8,Friday,2023-05,2023,60000
AB167,Adeniran Ogunsanya,Ogba,Food,Fried rice & beef,Naija Kitchen,5000,2,10.1,10000,905,807,11712,Bank Transfer,4.0,2023-05-12 17:03:00,2023-05-12 17:08:00,2023-05-12 17:09:00,2023-05-12 17:18:00,2023-05-12 17:19:00,2023-05-12 17:22:00,2023-05-12 17:59:00,2023-05-12 18:06:00,2023-05-12 18:11:00,True,10.0,68.0,12.0,17,Friday,2023-05,2023,10000
AB167,Adeniran Ogunsanya,Maryland,Food,Spaghetti stir fry & turkey,Naija Kitchen,12000,1,3.9,12000,595,625,13220,Bank Transfer,4.0,2023-05-13 06:19:00,2023-05-13 06:25:00,2023-05-13 06:30:00,2023-05-13 06:32:00,2023-05-13 06:36:00,2023-05-13 06:37:00,2023-05-13 06:50:00,2023-05-13 06:49:00,2023-05-13 06:53:00,True,7.0,34.0,3.0,6,Saturday,2023-05,2023,12000
AB167,Surulere,Ogba,Pastries,Doughnut pack,BakeHouse,20000,1,13.8,20000,1090,230,21320,Bank Transfer,4.0,2023-05-13 15:17:00,2023-05-13 15:24:00,2023-05-13 15:26:00,2023-05-13 15:29:00,2023-05-13 15:30:00,2023-05-13 15:31:00,2023-05-13 16:25:00,2023-05-13 17:35:00,2023-05-13 17:39:00,True,5.0,142.0,74.0,15,Saturday,2023-05,2023,20000
AB167,Oshodi,Adeniran Ogunsanya,Pastries,Meat pie,Oven Fresh,1500,1,4.7,1500,635,186,2321,Bank Transfer,4.0,2023-05-13 15:27:00,2023-05-13 15:31:00,2023-05-13 15:35:00,2023-05-13 15:39:00,2023-05-13 15:43:00,2023-05-13 15:45:00,2023-05-13 16:08:00,2023-05-13 16:08:00,2023-05-13 16:12:00,True,8.0,45.0,4.0,15,Saturday,2023-05,2023,1500
